Gene	FBgene	GeneSymbol	BackgroundTest	OmegaTest	K	Pvalue
OG_29751	-	MUTL	0.0901979528929	0.135386365842	0.628890813096	0.444023164688
OG_31318	FBgn0263102	psq	0.377256834916	0.406695637366	0.877387955581	0.409031885208
OG_8846	-	DPIA	0.0396671165156	0.0504279930144	0.867354026295	0.159135633617
OG_13387	-	PKHA8	0.0640923108133	0.117861751995	1.60246672368	0.299705540949
OG_16923	-	SOCS5	0.0325370440005	0.0440365675971	0.614740791672	0.0332792491075
OG_10835	-	GOR	0.112711163928	0.145286747601	0.774630200778	0.0300060985235
OG_5985	FBgn0030851	CG8326	0.134787092158	0.255327617548	0.646747833547	0.0472937753209
OG_13252	FBgn0013348	TpnC41C	0.0408172649963	0.0390784681131	0.00018461504241	0.24981918088
OG_194	FBgn0004655	wapl	0.0908562639382	0.118623746112	0.84632707114	0.0636054086783
OG_10539	-	STING	0.136923559312	0.195474581669	0.664399537567	0.00393714047798
OG_160	FBgn0040230	dbo	0.0356921439341	0.0722308610617	0.811589228688	0.000921958801453
OG_266	-	FIBP	0.255357215199	0.352476637071	0.908056527445	0.554268168654
OG_865	FBgn0001220	Hsc70-5	0.0462028842919	0.156604483597	0.504736914515	0
OG_4320	FBgn0266346	CngB	0.111767435379	0.156420629706	0.829241821796	0.29549096015
OG_476	FBgn0038395	CG10407	0.0455303869532	0.0492601774479	0.988258204195	0.968249877921
OG_8110	FBgn0032135	GlcAT-S	0.0567397941807	0.0927932636374	0.805383013655	0.0204691968547
OG_8094	FBgn0024811	Crk	0.0288279890442	0.031822635893	1.01976403715	0.901470040212
OG_12158	-	OG_12158	0.0920896865579	0.111830124184	0.75028786114	0.249593612315
OG_17386	FBgn0026787	Nhe1	0.0364771004652	0.0621367082291	0.242907150149	0.00206987784263
OG_9018	FBgn0030956	CG18259	0.116620345523	0.181507056483	0.730469519126	0.0394242320288
OG_11773	FBgn0250906	Pgk	0.032923890683	0.0667348513259	0.801989920376	0.0992758080146
OG_9634	FBgn0034346	PIG-O	0.0764864642278	0.11757509435	0.821535122918	0.0120089005309
OG_9740	-	TFS2	0.0317726967684	0.0510621999703	0.753761327211	0.0795976376725
OG_10474	FBgn0036360	CG10713	0.0409349617443	0.0448291331555	0.89828280221	0.521507744497
OG_1781	FBgn0032906	RPA2	0.0747777464767	0.152769125172	0.629499231124	0.00143004011629
OG_21167	-	OG_21167	0.0286644642296	0.0775581512454	0.672890860365	6.17765568967e-06
OG_17711	-	GPT	0.0545208528936	0.109895152529	1.12678958246	0.746792909888
OG_13035	-	STK4	0.0364963839851	0.0594497331573	0.703829898056	0.0100433690528
OG_9882	-	E41L1	0.0285976896815	0.0480612168924	0.798323797616	0.0422772472997
OG_881	FBgn0031069	Abcd3	0.0527185686727	0.0987695514547	0.357591576101	2.03970354435e-05
OG_12030	-	MCLN3	0.047174280811	0.100631119892	0.73836161273	0.000527937748276
OG_1931	FBgn0264561	Glg1	0.0558734906496	0.124812428339	0.554820640876	8.05276956228e-11
OG_1635	-	OG_1635	0.0845078490279	0.0719017183648	1.15652751291	0.39109191528
OG_10726	-	LON	0.42863394612	0.644158054875	0.798365454591	0.131515661703
OG_9591	FBgn0033782	sug	0.101892101804	0.17550004598	0.673346697679	0.00294471896822
OG_12129	-	ARFG1	0.0331571549652	0.0781851700613	0.363096655863	0.00486468187902
OG_8185	-	ALL7	0.135968201402	0.157707854803	0.887686265622	0.523573457577
OG_30368	FBgn0036110	Cpr67Fb	0.104501601215	0.122594012275	0.938907699111	0.584498432231
OG_12252	-	TRA2B	0.0242870284452	0.0209062244277	0.164941325601	0.310937613254
OG_14578	-	QUEG	0.589240782101	1.3261532339	0.944321403983	0.783867825885
OG_11638	-	PPIL1	0.0435593987711	0.0988067488306	0.625231147428	0.000349454426495
OG_8221	FBgn0035839	CG7550	0.0991873352067	0.133880881239	0.758954055773	0.148613499923
OG_1988	FBgn0003410	sina	0.138134004394	0.418683754851	0.410382988256	0
OG_10206	-	RNE	0.706100124039	0.908441304033	1.08936480403	0.620940692758
OG_30548	FBgn0032946	nrv3	0.0432227152189	0.0491810502893	1.08327526509	0.752956662465
OG_13265	-	LIVJ	0.111996208448	0.153976319932	0.785741661887	0.00187230187482
OG_1423	FBgn0002283	l(3)73Ah	0.0136294033018	0.0660764532035	0.764155416623	0.0898609713292
OG_136	FBgn0039678	Obp99a	0.139036520009	0.303520273164	0.665083754643	0.0205555028576
OG_2163	FBgn0025693	ZnT41F	0.0364432033273	0.0786352423282	0.203801274529	1.70926935206e-06
OG_18452	-	DGLB	0.0220587558575	0.0373259377279	0.750620692666	0.0149087270775
OG_12425	FBgn0023174	Prosbeta2	0.152613411592	0.235301773635	0.756315066217	0.0399027411674
OG_1205	-	VA3	0.305198931634	0.180920557993	0.728734678499	0.390991706745
OG_10385	-	LGR4	0.0824584381913	0.17769176835	0.626990235554	1.08560577976e-05
OG_13237	-	OG_13237	0.274036442624	0.379849908008	0.726752206922	0.0479289255483
OG_6250	FBgn0003334	Scm	0.0325370103802	0.0332837512402	1.00466814641	0.973435773823
OG_12001	-	OG_12001	0.0420925542071	0.0548753157579	0.714448748089	0.359689920362
OG_3282	FBgn0045497	Gr22e	0.349988011081	0.455656540622	1.71121833969	0.00209466966237
OG_6432	FBgn0003890	betaTub97EF	0.00495590335642	0.0140677034636	3.23536439551	0.103960089671
OG_1100	FBgn0031359	Rim2	0.0325689679362	0.0320391956123	1.13053297641	0.495991922872
OG_12121	-	PIN4	0.104418631393	0.135063096002	0.402273612528	0.156297705777
OG_13109	FBgn0037653	Iru	0.0866511125716	0.206999126921	0.12444119009	1.54829071786e-09
OG_11678	-	CX056	0.022021714146	0.0585460641969	0.650994305215	0.00871921417816
OG_4153	FBgn0003941	RpL40	0.155284427444	0.334076245759	1.12808502796	0.722284442941
OG_9160	-	TGS1	0.124448502865	0.230461755806	0.777875658994	0.0137220964133
OG_4618	FBgn0021814	Vps28	0.019499682113	0.059368687049	0.45327617959	0.0405330794964
OG_13203	-	ARLY	0.123406846302	0.158516314044	0.89223785994	0.438346649642
OG_1088	FBgn0040075	rept	0.0111564061011	0.0247670953803	0.796580330285	0.0269935461774
OG_10418	-	OG_10418	1.02386204826	1.02595241487	9.46407253116	0.66423432338
OG_10204	-	Y2979	0.116684099967	0.271760013029	0.566527179968	2.68903788125e-10
OG_13196	-	FL2D	0.0338914654109	0.0379674428075	0.874951022446	0.517511050823
OG_30727	-	NUDT8	0.139258521528	0.263373740791	4.58040972771	0.000204646547381
OG_8475	FBgn0283451	br	0.110582634476	0.233488460706	0.584274234455	0.132662638081
OG_22740	-	RBSK	0.110203325258	0.173203940074	0.720655143331	0.0147446056998
OG_8109	-	SPC25	0.214730607941	0.395967318421	0.24697439112	0.00896663760734
OG_18494	-	TBC24	0.0282954109904	0.0580260687938	1.16600349716	0.21170106601
OG_14400	-	SIAH1	0.00317268128537	0.00829022613434	0.924614292849	0.687139908329
OG_14352	-	OG_14352	0.730179066491	0.733796785795	4.22721813859	0.0967204948477
OG_3832	-	XYNC	0.102686494478	0.137956187736	0.841622174657	0.173009746414
OG_2124	-	CNDH2	0.117866554391	0.165299995348	0.754465922063	0.153214724459
OG_30675	FBgn0264607	CaMKII	0.0133712139755	0.0360511133142	0.432041870028	0.000417921529739
OG_15225	FBgn0040793	CG7630	0.11539106712	0.103819931762	3.93544481635	0.0610044966047
OG_13764	-	CNOT8	0.0277178622938	0.0501042652493	0.512637125495	0.115637591778
OG_8154	FBgn0039489	CG5880	0.0622629613827	0.091884350542	0.832587747693	0.175283166674
OG_15670	-	CU16	0.186730581473	0.29249607017	0.545271140593	0.118004903325
OG_1249	FBgn0020762	Atet	0.0189978998131	0.0210059457623	0.956907409751	0.635122814735
OG_11548	-	RPB7	0.00910915874504	0.0219465570094	1.91098744432	0.320342854503
OG_8445	FBgn0036494	Toll-6	0.15436939934	0.232461256523	0.68343012363	0.00641751730781
OG_2189	FBgn0037410	Osi2	0.0371381047186	0.0514221916244	0.916139744943	0.457406562604
OG_2148	FBgn0037063	CG9391	0.162935699285	0.195124616036	0.660019178194	0.337906941259
OG_13014	-	VATD	0.0661078585522	0.151440216614	11.5349033378	0.00498160944364
OG_30421	-	TBA1C	0.00306138765814	0.00845237016382	0.420951197104	0.0941231870865
OG_183	FBgn0261611	CG42700	0.0398998725824	0.0439475832952	0.988109153235	0.920537318499
OG_13032	-	TTPAL	0.0763254140333	0.0833673498463	0.973186667526	0.852193743718
OG_30865	-	MAK2	0.0139667527504	0.0317137652408	0.587496728681	0.0185414179941
OG_8661	FBgn0036398	upSET	0.0811180139083	0.138459572592	0.754538493516	4.5650800562e-07
OG_11590	FBgn0030331	CG15221	0.0655602768069	0.084104896179	0.906845604943	0.511358648972
OG_9429	-	YOAV	0.0425893779659	0.0617397879473	0.965632360649	0.738206567589
OG_11807	FBgn0031955	CG14535	0.0365073365694	0.0597595880073	0.826474416408	0.00228572207258
OG_10042	FBgn0050105	CG30105	0.093828209566	0.113288183915	0.883232712846	0.709838891034
OG_9820	-	TPRGL	0.0616791562264	0.0688894214417	42.358576403	0.00550239222812
OG_8589	FBgn0000709	fliI	0.0449834686064	0.0996018171918	2.19747898874	0.000115325027825
OG_10043	-	TBP	0.0540568243728	0.119241738828	0.817149257076	0.0378943205086
OG_8818	FBgn0026376	Rgl	0.036683219635	0.105673650611	0.898292523472	0.278145487442
OG_2091	FBgn0003124	polo	0.0958257834648	0.16678912173	0.748448852478	0.00510294627076
OG_11312	-	NAA25	0.78486081906	0.631156676611	1.41509750733	0.0244197106629
OG_3079	FBgn0259821	CG42402	0.121517987462	0.161499608122	0.717205081245	0.303014223876
OG_12358	FBgn0041585	Orai	0.0278612643685	0.0346916197014	1.2443597855	0.496008334096
OG_8418	FBgn0032053	mRpL51	0.0632309712892	0.1122605728	0.662288671629	0.358663456589
OG_9439	-	LRC4C	0.164442902292	0.28089253309	0.761473855926	0.0771724589494
OG_10568	FBgn0032518	RpL24	0.0239393975465	0.0280365048934	0.954410892453	0.767555959968
OG_1895	FBgn0283681	Tcs3	0.0348885048733	0.10023100321	0.551406959143	7.38538956666e-05
OG_16690	-	ZNF3	0.0871427673451	0.0715183559042	0.963999427856	0.607071230548
OG_1943	FBgn0015360	oxt	0.090823030139	0.12469394777	0.762855156326	0.0115077579012
OG_10462	-	ANXA3	0.0799983138122	0.188042532171	1.67925026728	5.08898585937e-05
OG_9817	-	LIP3	0.0970468191773	0.156299329569	0.833981956478	0.305572568048
OG_1578	FBgn0038065	Snx3	0.0142107726152	0.0122343855432	0.965838925088	0.84595605612
OG_11511	-	SHAN2	0.0674453452028	0.176994626969	0.460697740954	0
OG_105	FBgn0265487	mbl	0.0922180603103	0.178474322477	0.706592515035	0.000559474964772
OG_10249	-	AP2S1	0.00106871572618	0	0.000155347882177	0.475936376464
OG_10478	FBgn0265045	Strn-Mlck	0.219236109168	0.258626113358	0.824428974382	0.0129654216735
OG_1201	FBgn0287204	Cog8	0.0536621740912	0.121390483924	0.708341161102	9.71545917562e-05
OG_11667	-	LOLAL	0.0731855155612	0.191653824315	0.181850280469	8.7185869635e-08
OG_8102	FBgn0031550	IFT57	0.0590875327725	0.154571044229	0.606103455838	1.73836267203e-06
OG_13182	-	RL27A	0.0309036806861	0.0667531189385	0.895769143917	0.589755177481
OG_11837	-	RER1	0.0357076243829	0.0735403608731	0.762521182539	0.0645626636949
OG_13008	-	BRN2L	0.0224913507933	0.0623526369555	0.735078658546	0.0531015162667
OG_8547	FBgn0034728	rad50	0.0913551452979	0.161774965096	0.797256481026	0.00267212822534
OG_12417	-	KDPB	0.122009561338	0.286098769142	0.594275128589	0.0034964398136
OG_9771	-	RTH	0.0381244764359	0.122077823827	5.70237869257	0.000463313393637
OG_14589	FBgn0034638	CG10433	0.366676660499	0.344653638625	0.298927737203	0.127959846355
OG_10341	-	Y1296	0.105483764695	0.210240592016	0.57476767259	2.18679676279e-05
OG_30887	-	RL5	0.0295043800585	0.048000793158	0.470975358925	0.0376238474031
OG_11823	-	CRLS1	0.0645501925334	0.0987860628392	0.879270895558	0.290222743203
OG_9258	-	SIGA	0.23761285278	0.32266085259	0.687988028908	0.0034395900889
OG_142	FBgn0034351	rswl	0.129108751352	0.151899652106	0.566340400034	0.463619709531
OG_2630	FBgn0261530	nbs	0.19333197924	0.322741448566	0.63612890585	0.00600119585305
OG_31026	-	PFD5	0.0554463150903	0.105316983872	0.881293609827	0.541386549644
OG_10096	-	TIGD5	0.0619703120705	0.126446910229	0.854653513915	0.229247630288
OG_12167	FBgn0265434	-	0.188285312993	0.300029669685	0.699306313221	0.00609819775517
OG_14932	FBgn0033158	CG12164	0.0828193568018	0.144567590363	0.286158873979	0.0164199275333
OG_13231	-	ELBOW	0.0394770441948	0.038854244603	1.01195237268	0.962715622655
OG_2308	-	OG_2308	0.0605050161881	0.260598510308	6.67600357165	5.57093956458e-05
OG_12415	-	LOZEN	0.0507907942675	0.0577644515549	0.828990614449	0.370202640204
OG_30911	-	NIPSN	0.0344905549133	0.0527552709318	1.08765479182	0.763952785634
OG_15377	-	LSM8	0.00960242940385	0.0117669942036	3.06094591773	0.202565040786
OG_24610	-	GSPL	0.0863716701052	0.13501085217	0.766856742131	0.0829149776385
OG_12198	-	CUD8	0.102974888293	0.0392315005815	4.46718828508	0.00186994728311
OG_8963	FBgn0028683	spt4	0.00559587991412	0.0184984736243	0.32086658462	0.104281373365
OG_9779	-	CCR4	0.127234797228	0.254792023576	0.301240657448	0.223478469745
OG_3263	FBgn0036702	Afg3l2	0.0360001487855	0.0839166385338	0.69326670268	1.03778847849e-07
OG_1811	FBgn0033427	Smyd4-1	0.11440576621	0.108626514764	1.23169538431	0.094293526565
OG_12329	-	SPTN1	0.204483128211	0.227632951317	0.91401187286	0.926506478075
OG_15471	-	CALM2	0.0174663890533	0.0763494104675	0.827195616357	0.204990439862
OG_11603	-	TMEDE	0.0257336893375	0.0643548084209	0.617255947178	0.0216036732514
OG_6083	FBgn0027583	CG7601	0.109472018118	0.306385721947	0.390124784346	0.000486805016815
OG_9385	FBgn0264574	Glut1	0.0440391818083	0.0478005590484	0.923953584339	0.469171699622
OG_1216	FBgn0011259	Sema1a	0.0203005734796	0.0357067869118	0.681070144741	0.0749052915814
OG_11928	-	FTSP	0.439952714318	0.561002867254	0.836584142746	0.423657467263
OG_12205	-	ALE1	0.0759836085862	0.10242930354	0.850116842955	0.100125973714
OG_11577	FBgn0037322	Or83a	0.124969479405	0.22260706808	0.694056858565	0.00306127948079
OG_17674	-	DRTS	0.0746244374499	0.208689684479	0.624810628026	0.00438888321428
OG_1120	FBgn0086708	stv	0.138443336635	0.198456086121	0.669469008676	0.0968686113271
OG_17851	FBgn0015577	alpha-Est9	0.131025731607	0.233899018033	0.632706811596	0.00739648444611
OG_2491	FBgn0265184	CG44249	0.0909364221904	0.167484704866	0.603208951194	0.000151041727486
OG_14634	FBgn0264294	Cyt-b5	0.151072911559	0.174448194384	2.02928981956	0.296404775125
OG_1091	FBgn0000261	Cat	0.0442715668415	0.115491136319	0.604534536152	3.24053531575e-06
OG_11889	-	DPP3	0.072169214469	0.173783890939	0.673392670558	0.000173037713373
OG_12003	-	IXTPA	0.072151578588	0.11997695326	0.830444801217	0.353788356767
OG_12465	-	Y8013	0.109239542757	0.169036224683	0.755752760822	8.60602435637e-05
OG_9672	-	SNF3	0.0448353877726	0.088917781457	0.706890020106	0.00720784114237
OG_9742	-	PEX3	0.0620238046405	0.132836842108	0.718774837461	0.000194343498127
OG_24571	-	RPC3	0.143295454625	0.183630266601	0.813995227148	0.304437004363
OG_21050	-	CU16	0.0805786575365	0.180406123548	0.528430583125	0.00273909260508
OG_8212	FBgn0266724	Trs20	0.0152868078686	0.0898814230648	0.155619235406	6.1965612091e-05
OG_13338	-	SYB	0.0517665561121	0.0727703302024	1.66863798345	0.132305443922
OG_9327	-	OG_9327	0.0673788976748	0.133220760147	0.639953644073	0.0992469707782
OG_8866	-	GALT1	0.0561954387218	0.143009151218	0.650113750595	0.274845175204
OG_1776	FBgn0030234	CG15211	0.0973052092092	0.142954916128	0.267319446452	0.099904520754
OG_9430	-	CUE	0.0971674406391	0.135864202073	0.828332751104	0.0854628173439
OG_11677	-	UBCD1	0.00891028052546	0.00455678830906	1.28633015566	0.504760751645
OG_4231	FBgn0263199	Galk	0.098497875472	0.174468005732	0.811353469684	0.206860748313
OG_16695	-	ZKSC8	0.168415346261	0.264681497253	0.650109796927	0.0112499147217
OG_11647	-	DNLI	0.0688671473918	0.125639564868	0.706326859274	2.63326166913e-05
OG_9987	FBgn0016031	lama	0.106866802778	0.129480914803	0.80471629176	0.100694901311
OG_13177	FBgn0030897	Frq1	0.0162509769402	0.0132424223327	19.1078338966	0.292546437079
OG_9732	-	OG_9732	0.202869931028	0.310133626277	0.638967275696	1.66366956774e-05
OG_8559	FBgn0039602	CG1647	0.0748688516244	0.104665498316	0.962523558043	0.770225320902
OG_4904	-	RTP3	0.45171980057	0.482950461763	0.480336700228	0.00538002365961
OG_61	-	HIS8	0.126083178151	0.165066806959	0.786964767023	0.240497261286
OG_3351	FBgn0051644	COX6CL	0.16539825507	0.212681984203	0.630253716628	0.0120216737165
OG_8388	FBgn0029887	CG3198	0.0339435099995	0.0973421517251	1.66524891168	0.599302753555
OG_10940	-	RSMB	0.126801370865	0.181627033763	0.988275564532	0.963069200917
OG_24866	-	OG_24866	0.364050388556	0.479871333722	0.682422419946	0.0150656045156
OG_2814	FBgn0052445	CG32445	0.076643471963	0.150164275127	0.717848047718	0.0180492997754
OG_21053	-	OG_21053	0.0691468157507	0.0618218984501	1.23453244866	0.499534812432
OG_9164	FBgn0004779	Ccp84Ae	0.0848831800953	0.0954078306874	0.403476572091	0.353118719311
OG_3735	-	DCTN1	0.167622531117	0.293449227237	0.793422088007	0.0107997122485
OG_8612	FBgn0028926	NC2beta	0.0188841696517	0.0321346272009	0.824062325903	0.413753509284
OG_8217	FBgn0037848	Tsp86D	0.0144315806242	0.0246906828517	0.986999451817	0.921414683292
OG_11849	-	CUD8	0.0923283079048	0.144899930405	0.796479917405	0.0025207568704
OG_30849	FBgn0036366	JMJD7	0.117019704416	0.15791397199	0.782256516139	0.0720093964448
OG_13763	-	BND7A	0.0386430590276	0.0296165917632	1.91962299484	0.0448511476471
OG_8882	-	EFHC1	0.0231423309977	0.0830335480484	0.654212734874	0.00350519490438
OG_11540	FBgn0037081	barc	0.124549172419	0.235233671798	0.340525689222	1.48269373834e-06
OG_13285	FBgn0260858	Ykt6	0.0387338928805	0.0895617369934	0.545634798795	0.00675667937443
OG_10922	-	CPO	0.0708274507196	0.0880820703838	1.4546951363	0.409176615118
OG_30922	-	LOLAL	0.108435001342	0.141442937439	0.659355801608	0.000329995308623
OG_9656	FBgn0031497	SerRS	0.121556507036	0.20611150094	0.625306101213	0.0260925137286
OG_30120	-	TXLNA	0.105220913476	0.221751361385	0.181015810693	1.2548503967e-06
OG_3516	FBgn0086779	step	0.366386365428	0.493366242351	0.464289700597	0.0245953212366
OG_1236	FBgn0036702	Afg3l2	0.0152267000898	0.0203869210513	1.59574834173	0.525626070618
OG_30501	-	PGP2	0.0330517892836	0.0638876138265	0.249627291501	5.34735368207e-08
OG_8975	-	PLMP	0.155802399901	0.236701630032	0.79285285173	0.328534945342
OG_11604	FBgn0027868	Nup107	0.0650074990462	0.139129383187	0.687018359489	5.71206992817e-09
OG_13271	-	SAAL1	0.0896082712845	0.150822053182	0.640164578499	0.00108569461628
OG_13180	-	CPLX4	0.0575288459054	0.0431676620765	0.193806449752	0.172744381088
OG_5890	FBgn0001311	kkv	0.1250750404	0.192613305901	0.828442873513	0.00270851524853
OG_9538	FBgn0287186	scro	0.0380165493334	0.105693630141	0.764430610868	0.169538293942
OG_8519	FBgn0041789	Pax	0.0194817866739	0.0232718678202	0.976917451523	0.88993607327
OG_8066	FBgn0026262	Taf3	0.079786386385	0.128713477047	0.801335953779	0.00551595311386
OG_171	FBgn0040011	Slmap	0.0989807554864	0.144730937816	0.830426013042	0.1304035064
OG_13982	-	OG_13982	0.121942619944	0.137956163705	0.836403932503	0.493994667603
OG_10471	-	MCTP1	0.172032172544	0.205198273751	0.924121752557	0.676475326591
OG_10125	FBgn0035636	Cralbp	0.0662282218113	0.11022373403	0.777968588162	0.0172072544392
OG_789	FBgn0020641	Lcp65Ad	0.0753961869682	0.137774194894	0.747156873876	0.0485959831115
OG_19612	-	RM46	0.11154139482	0.19460165764	0.693518233521	0.00592520885481
OG_11402	-	PEX2	0.107560323774	0.182435763611	0.611588052353	0.0365128550944
OG_11554	-	MYCN	0.049634130641	0.0824768368528	0.755998443673	0.180181305296
OG_14310	-	RFBP	0.165285024258	0.302152351557	0.587348261787	2.23901971963e-07
OG_14895	-	GATA	0.0555505410965	0.101597826591	0.801191043457	0.00976132908305
OG_12139	-	ST1C3	0.0904596044981	0.190321802669	0.543355656124	0.000403147675315
OG_8936	-	CFA91	0.106975575857	0.183817394914	0.675765267803	6.32171486035e-05
OG_4102	FBgn0051973	Cda5	0.198205247451	0.256188549875	0.703800942579	0.0030647020428
OG_11688	FBgn0038166	CG9588	0.0893053733665	0.186283196335	0.443220525439	0.000359752630139
OG_348	FBgn0039300	RpS27	0.0432231545077	0	11.2990197759	0.423169155178
OG_10339	FBgn0260859	Bet3	0.0152593775181	0.0405001779014	0.45880390787	0.0263137054915
OG_1377	FBgn0259214	PMCA	0.0592899850348	0.078024446005	0.192563302747	0.168382477749
OG_6603	FBgn0030615	Cyp4s3	0.215393951776	0.283699544298	0.833286859053	0.253571045522
OG_12255	-	ADPGK	0.0540905566101	0.0816687258014	0.864895466576	0.15396879586
OG_15258	FBgn0015625	CycB3	0.0727934083347	0.17197647565	0.39129157898	6.36595058223e-07
OG_12074	-	EFHD2	0.0233078365556	0.0276703064638	0.95406394888	0.758942014283
OG_30356	-	SYC	0.135515366359	0.216687336997	1.11776249051	0.48514131103
OG_8137	FBgn0003748	Treh	0.0588413106714	0.0647859422624	0.967668450681	0.758387945951
OG_10247	-	NITO	0.0129987575695	0.0222775861204	0.655219264013	0.453725228592
OG_14556	-	YAFJ	0.195963500132	0.215945034459	1.00123743374	0.98946336839
OG_8257	FBgn0033607	CG9062	0.0217664383257	0.0181945474012	1.02579777816	0.787964743847
OG_30795	-	RS18	0.00573771849425	0.0556771031797	0.504947689619	2.446288734e-05
OG_1142	FBgn0033043	Or42b	0.106254464612	0.348378256947	3.42438870581	3.48788664617e-10
OG_8395	FBgn0035199	tfc	0.1816707603	0.305706922093	0.680852419887	0.0184184078888
OG_13257	-	MDH	0.0832329177364	0.155631471468	0.690853969855	0.000166288532063
OG_10779	-	COMDA	0.1070721422	0.238174278388	0.568083380132	8.13507781013e-05
OG_5446	FBgn0033657	Sln	0.108685247036	0.109228004571	1.51606538115	0.165734153359
OG_8101	FBgn0031493	Sf3b2	0.0580305735572	0.0784644780457	1.0511822922	0.680925886968
OG_18484	-	ZIPA	0.108218118006	0.152510162431	0.7647005052	3.86671728736e-06
OG_9704	FBgn0030996	CG14194	0.0222969676675	0.0139553591503	17.1225713168	0.523575104405
OG_4364	-	PURA	0.0468482507194	0.068899440315	0.585123298535	0.0409827721666
OG_14499	FBgn0040022	Set1	0.136018809394	0.156471043306	0.880455731575	0.484713749324
OG_10392	-	HEXA	0.177483731539	0.325237757834	0.523596145228	3.05453140559e-09
OG_8955	-	UBCD1	0.0809983929972	0.130374977927	0.546446666501	0.0693879226874
OG_17034	FBgn0020277	lush	0.132114090646	0.131203145372	1.33053180435	0.795554892825
OG_5937	FBgn0034389	Mctp	0.0284346873086	0.0465468250104	0.80244074954	0.347955472922
OG_10133	-	SLAIL	0.105359457685	0.220962147379	0.283835553282	0.00343005294358
OG_17509	-	CH033	0.141672401835	0.209874466046	0.714912090085	0.139957270895
OG_12162	-	VPS55	0.0357273609722	0.0737380867194	1.50920968979	0.274276016232
OG_9735	-	TOM40	0.0255686123844	0.053429175782	0.689363756575	0.00426889825565
OG_19211	-	EFNB2	0.0395430570097	0.0286001686713	0.994017192267	0.979443440319
OG_11973	-	OPSD	0.0650686781852	0.103147569301	0.915479111834	0.669367823891
OG_9234	-	JTB	0.0281055771187	0.110216588111	0.582260041513	0.000677828096122
OG_27316	-	DHS27	0.0858500470443	0.136233526463	0.683651563717	0.00277392761204
OG_11560	-	SCAI	0.0385663920974	0.0558088781465	0.842117961029	0.0916751670283
OG_11484	FBgn0039450	Yif1	0.0905647634264	0.072210186754	0.910741013817	0.355567076129
OG_1824	FBgn0261268	Cul3	0.0121186924911	0.0456584189506	0.703734236613	1.63214658455e-08
OG_1798	-	CISY	0.285241355414	0.458845665685	0.603188790523	0.000933247543712
OG_13141	-	ZNF91	0.0898730690719	0.12890166539	0.76693232532	8.93259032124e-05
OG_1463	FBgn0284436	CCT8	0.0317987628719	0.0524554485724	0.61855945232	0.0686016994298
OG_16711	FBgn0029939	CG9650	0.0330460429092	0.0573353189136	0.65445820291	0.00172704343047
OG_29907	FBgn0028375	heix	0.0253766918444	0.0323099333639	0.69147078795	0.510743055532
OG_31049	-	EGON	0.0601873508015	0.097762336725	0.834173995521	0.0604806363329
OG_4113	FBgn0038307	mRpS10	0.0901823099376	0.135393832917	0.777190923109	0.213045653739
OG_12029	-	UBP22	0.0154678555174	0.0204847940256	0.928487202535	0.406020724325
OG_10020	-	B3GT6	0.130576743578	0.231666255334	0.724816682076	0.0146553586486
OG_12864	-	MNB	0.0964023830256	0.122234683367	1.23284169341	0.473517925606
OG_10114	-	PHF3	0.0921271050395	0.157915918171	0.70716900817	1.74214128679e-08
OG_17702	FBgn0040028	CG17450	0.0746684433299	0.236301574027	0.50301524433	6.63491483976e-12
OG_1124	FBgn0053265	Muc68E	0.0385065295222	0.0935524546799	0.607402115263	0.0537294242753
OG_438	FBgn0034878	pita	0.13573798613	0.187188270084	0.805913387204	0.0422788091741
OG_11747	FBgn0029896	CG3168	0.0332799460792	0.0427892468735	0.918766506683	0.445256257999
OG_1690	FBgn0014869	Pglym78	0.0231634253181	0.0594560385965	0.185752297847	0.0104937268706
OG_10451	-	TM107	0.227773224766	0.378852829803	0.0122136610271	0.00176014122729
OG_11938	-	NSRP1	0.184777551447	0.266837084574	0.177511616557	0.00413327948634
OG_8605	FBgn0024196	robl	0.0232060163328	0.0477416814587	0.729888966786	0.0332074076961
OG_2174	FBgn0053523	CG33523	0.0371832013651	0.0632725299448	0.77821851432	0.0531574968973
OG_12982	FBgn0003961	Uro	0.0386985193432	0.0767777047394	0.782564805261	0.00545966468213
OG_13368	-	RNB	0.841898088429	0.526089767944	3.26616806375e-05	0.434112481556
OG_9676	-	KNOP1	0.0936550857206	0.208883300651	0.546175112785	1.15011403734e-07
OG_11898	-	TRY2	0.226536431676	0.33365270794	0.682819027616	0.00178161608106
OG_11651	-	SYN	0.0784479115898	0.143974952658	0.700705226068	0.00323758606049
OG_17379	-	Y2805	0.0581272106312	0.0656331733448	1.02114032563	0.81995185265
OG_12429	-	OG_12429	0.0807174528226	0.0581750611735	0.925055263336	1
OG_8953	-	UBTD2	0.0410241202035	0.0381283531488	1.12313111964	0.63433894631
OG_13026	-	PUF2	0.138181218866	0.167798669209	1.02064656354	0.928063168121
OG_13029	FBgn0003447	sn	0.0304072228755	0.0228677864206	1.27109579923	0.0530126082563
OG_12141	-	GRPE	0.061181426452	0.077935654877	0.508336426794	0.126148308363
OG_1272	FBgn0261403	sxc	0.0733490232727	0.129370869584	0.879496522435	0.0847473729169
OG_19628	-	LIPB	0.111010440001	0.19297022037	0.673813108406	0.00492261457898
OG_10709	FBgn0062413	Ctr1A	0.104912414006	0.223930994096	0.752216693311	0.0147213377991
