OG	FBgn	GeneSymbol	branch_id_1	branch_id_2	dist_bl	dist_node_num	branch_num_fg	branch_num_mg	is_fg	is_mf	is_mg	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
OG_136	FBgn0039678	Obp99a	Haoe|18	HantHeleHleuHsarHconHhewHsap|75	0.271	7	2	0	Y	N	N	1481.8164	241.8437	12002786.2403	37.6548	36.0457	0.0	3889570.5221	32202233.3468	12171250.2691	2.9354	1.0883	14.9189	0.5638	0.584	0.0	3.1334	1.1357	15.2236	0.002	0.0045	0.0	0.015	0.0162	0.0	0.0	0.0	0.0	2.1129	0.0004	0.8293	-0.0005	10.2007	4.8878	12.8377	4.0296	2.9262	0.94	1.9862	0.0433	0.0433	0.0	2.8829	0.8967	1.9862	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.9968	0.8637	0.1331	0.0768	0.0741	0.0027	0.9201	0.7896	0.1305	0.4907	0.2159	0.2748	0.0649	0.06	0.0049	0.4258	0.156	0.2698
OG_1370	FBgn0027841	CstF64	Haoe|21	Hwal|95	0.1861	5	2	0	Y	N	N	0.7461	0.1118	15.0008	2.5561	2.706	0.222	0.7445	0.0619	15.4409	1.0701	0.6269	3.0236	0.0163	0.0172	0.0015	1.2238	0.7324	3.1435	1.4343	5.607	0.2016	0.0064	0.0064	0.0069	1.6439	11.8309	0.2036	1.0942	0.1217	0.5287	-0.6616	31.9044	13.0205	22.2754	6.2031	2.0178	0.9635	1.0542	0.0039	0.0039	0.0	2.0138	0.9596	1.0542	1.0817	0.9643	0.1173	0.0006	0.0006	0.0	1.0811	0.9638	0.1173	1.8856	1.5369	0.3487	0.24	0.2267	0.0133	1.6456	1.3102	0.3354	0.7541	0.172	0.5821	0.0965	0.0905	0.006	0.6576	0.0815	0.5762
OG_1373	FBgn0042098	CG18735	Djun|7	Haoe|19	0.671	6	2	0	Y	N	N	3.0834	0.9541	40.3228	2.486	2.2457	33.1322	4.745	0.1294	41.0523	0.9013	0.3611	5.1962	1.083	1.0751	1.2244	0.8239	0.0274	5.8446	0.2923	0.3784	0.1289	0.4356	0.4787	0.037	0.1736	0.2119	0.1424	1.8102	0.1794	0.9117	-0.4336	16.7856	22.5845	25.6432	25.4456	3.4386	1.2236	2.215	1.2336	1.1603	0.0732	2.2051	0.0633	2.1418	1.3556	1.1494	0.2062	0.915	0.9075	0.0076	0.4406	0.2419	0.1986	3.8153	3.3891	0.4263	1.1391	1.0792	0.0598	2.6763	2.3098	0.3665	4.6377	3.0375	1.6003	2.1005	1.8955	0.205	2.5372	1.142	1.3953
OG_13841	-	HETE1	Haoe|18	Hheb|36	0.1781	4	2	0	Y	N	N	6.5789	47.9696	12.585	223.9055	0.0068	987.4973	4.7809	38.7473	10.1871	2.8019	1.3373	10.4706	3.4501	0.0001	24.609	2.7019	1.5494	8.5998	0.4259	0.0279	0.832	0.0154	0.0151	0.0249	0.5652	0.04	0.8442	1.4953	29.2491	0.6794	0.1305	20.6886	6.5461	40.0594	8.0912	2.4887	0.9974	1.4914	0.4096	0.0	0.4096	2.0791	0.9974	1.0818	0.5081	0.0168	0.4913	0.0047	0.0044	0.0002	0.5034	0.0124	0.491	0.8882	0.7458	0.1424	0.1187	0.1021	0.0166	0.7695	0.6437	0.1258	1.1929	0.6025	0.5905	0.3022	0.2934	0.0088	0.8907	0.3091	0.5817
OG_13841	-	HETE1	HdemHert|34	Hric|66	0.0374	2	2	0	Y	N	N	0.6568	0.0	2.5266	0.0	0.0	0.0	0.6733	0.0	2.5526	2.5218	0.0	16.7839	0.0	0.0	0.0	2.7002	0.0	16.9682	3.8398	0.0077	6.6429	0.0764	0.0762	0.0956	4.0105	0.0	6.6475	inf	1171.8653	0.6738	0.2877	4.0677	14.9386	6.9755	9.4618	1.0001	0.0	1.0001	0.0	0.0	0.0	1.0001	0.0	1.0001	0.9952	0.0008	0.9944	0.0009	0.0008	0.0	0.9944	0.0	0.9944	0.3966	0.337	0.0596	0.0262	0.0256	0.0006	0.3704	0.3114	0.0589	0.2592	0.1095	0.1497	0.0112	0.0111	0.0001	0.2479	0.0984	0.1496
OG_13841	-	HETE1	HconHeleHsapHhewHleu|70	HantHsar|73	0.0698	6	2	0	Y	N	N	1.2416	0.0005	3.3558	0.0032	0.0037	0.008	1.1142	0.0002	3.3705	39.4903	0.0009	197.4073	0.0062	0.0029	0.504	44.7346	0.0006	198.166	31.8062	1.6995	58.8259	1.9353	0.7713	62.8871	40.1502	2.4681	58.7941	54707.1325	38.5686	0.6857	2.7743	1.0921	3.0859	12.3229	13.2909	1.0178	0.0	1.0178	0.0	0.0	0.0	1.0178	0.0	1.0178	10.4828	0.2649	10.2178	0.1393	0.0545	0.0848	10.3435	0.2105	10.133	0.0258	0.0206	0.0052	0.003	0.003	0.0	0.0228	0.0176	0.0051	0.3296	0.1559	0.1737	0.072	0.0706	0.0013	0.2576	0.0853	0.1723
OG_13844	FBgn0053196	dpy	Djun|6	HdemHert|27	0.8748	8	2	0	Y	N	N	1.5398	0.8002	33.3041	0.554	0.1405	1724.0471	2.2956	1.0593	22.9245	0.3279	0.2425	0.8148	0.1155	0.0348	0.9947	0.5007	0.4365	0.754	0.213	0.3031	0.0245	0.2085	0.2476	0.0006	0.2181	0.4121	0.0329	0.5892	0.0386	0.4618	-0.8178	42.2079	32.1495	23.9202	19.004	3.4077	2.1443	1.2633	0.5382	0.1485	0.3897	2.8695	1.9959	0.8736	1.8125	1.7451	0.0674	0.9446	0.9442	0.0004	0.8679	0.8009	0.0669	10.3914	8.841	1.5504	4.6606	4.2688	0.3918	5.7308	4.5722	1.1586	8.5104	5.7574	2.753	4.5316	3.8138	0.7177	3.9789	1.9436	2.0353
OG_13844	FBgn0053196	dpy	Djun|6	Hsar|61	1.1488	14	2	0	Y	N	N	4.3589	4.2029	6.6037	5.2289	3.6031	19.1103	3.1553	7.5087	0.0209	0.2512	0.211	0.4878	0.3239	0.2154	1.3819	0.1626	0.205	0.0016	0.0576	0.0502	0.0739	0.0619	0.0598	0.0723	0.0515	0.0273	0.0746	0.3921	0.6713	0.1658	-0.0543	42.2079	37.6144	23.9202	29.265	3.5699	2.5643	1.0055	2.5284	1.525	1.0035	1.0414	1.0393	0.0021	0.6264	0.3748	0.2516	0.3943	0.3148	0.0795	0.2321	0.06	0.1721	14.2122	12.1509	2.0613	7.8066	7.0805	0.7261	6.4055	5.0704	1.3351	10.8698	7.4639	3.4059	6.3654	5.266	1.0994	4.5044	2.1979	2.3065
OG_13844	FBgn0053196	dpy	Hant|13	HdemHert|27	0.1794	5	2	0	Y	N	N	2.321	59.0731	2.6312	2.7921	10.6029	3.238	2.2347	158.043	2.5282	1.4596	1.0035	3.4256	0.9913	0.4158	10.8952	1.5381	1.1215	3.0993	0.6289	0.017	1.3019	0.355	0.0392	3.3648	0.6883	0.0071	1.2259	0.7918	69.6723	1.209	0.8885	25.1854	32.1495	11.8665	19.004	5.8492	3.2643	2.5848	0.5701	0.226	0.3441	5.2791	3.0383	2.2407	1.786	0.0253	1.7607	0.1797	0.018	0.1618	1.6063	0.0073	1.599	4.0074	3.2528	0.7546	0.5751	0.5435	0.0316	3.4323	2.7093	0.723	2.84	1.4876	1.3524	0.5062	0.4581	0.0481	2.3338	1.0295	1.3043
OG_13844	FBgn0053196	dpy	Hant|13	Hleu|44	0.1107	2	2	0	Y	N	N	2.3839	0.2734	107.3178	2.7288	2.5782	9.6217	2.3091	0.0007	107.3314	0.8589	0.1925	3.2687	1.1116	1.1367	0.0324	0.8193	0.0005	3.3154	0.3603	0.7041	0.0305	0.4074	0.4409	0.0034	0.3548	0.7685	0.0309	4.6955	0.0451	2.0108	-0.4083	25.1854	28.0602	11.8665	18.1202	3.4128	0.5992	2.8136	0.5983	0.5979	0.0004	2.8144	0.0013	2.8132	0.9172	0.8776	0.0396	0.1081	0.108	0.0001	0.8091	0.7696	0.0395	3.9735	3.1127	0.8607	0.5382	0.526	0.0122	3.4353	2.5867	0.8485	2.5457	1.2465	1.2992	0.2654	0.2451	0.0203	2.2802	1.0014	1.2788
OG_13844	FBgn0053196	dpy	Hant|13	HdemHertHric|59	0.1561	4	2	0	Y	N	N	1.645	1.2263	3.426	0.9868	0.8684	30.9684	1.723	1.3504	3.421	1.6769	0.4903	5.9545	0.3712	0.3419	1.4433	2.0346	0.5445	6.0762	1.0194	0.3999	1.738	0.3761	0.3938	0.0466	1.1809	0.4032	1.7761	3.3686	3.7473	1.5863	0.4191	25.1854	10.5038	11.8665	8.1258	2.9602	0.6776	2.2826	0.1409	0.1264	0.0145	2.8193	0.5513	2.2681	1.3924	0.2933	1.0991	0.1031	0.1024	0.0006	1.2893	0.1909	1.0984	1.7653	1.3819	0.3833	0.3796	0.3695	0.0101	1.3857	1.0124	0.3733	1.3659	0.7335	0.6324	0.2741	0.2601	0.0139	1.0918	0.4734	0.6184
OG_13844	FBgn0053196	dpy	Hant|13	Hsap|60	0.3059	5	2	0	Y	N	N	3.1755	1.6166	27.9841	7.6724	7.499	1.889	2.9076	1.0781	30.9522	1.1396	0.9177	2.2172	0.588	0.6427	0.0173	1.4015	1.0685	2.6517	0.3589	0.5677	0.0792	0.0766	0.0857	0.0092	0.482	0.9911	0.0857	0.4975	0.1042	0.5764	-0.4557	25.1854	30.4759	11.8665	13.8331	5.9415	3.9676	1.974	0.9869	0.9843	0.0025	4.9547	2.9832	1.9714	1.1568	1.0476	0.1092	0.075	0.074	0.0011	1.0817	0.9736	0.1081	5.2137	4.3234	0.8903	1.6784	1.5316	0.1468	3.5353	2.7918	0.7435	3.2233	1.8455	1.3779	0.9791	0.8631	0.116	2.2443	0.9824	1.2619
OG_13844	FBgn0053196	dpy	Hcon|18	HdemHert|27	0.1421	6	2	0	Y	N	N	3.6625	1.2294	3071.9745	0.1383	0.1281	161.6955	2227.4265	5864.2237	3228.4222	0.7026	0.4385	1.7949	0.1248	0.1252	0.1182	0.8157	0.5135	1.8691	0.1918	0.3567	0.0006	0.903	0.9776	0.0007	0.0004	0.0001	0.0006	0.9895	0.0014	0.5452	-0.1757	17.3737	32.1495	3.5343	19.004	2.0797	1.0454	1.0343	0.0605	0.0576	0.0029	2.0192	0.9878	1.0315	0.3608	0.3603	0.0005	0.3602	0.3602	0.0	0.0005	0.0001	0.0005	2.96	2.3837	0.5763	0.4844	0.46	0.0244	2.4755	1.9237	0.5518	1.8807	1.01	0.8706	0.3989	0.3685	0.0305	1.4817	0.6416	0.8402
OG_13844	FBgn0053196	dpy	Hcon|18	Hleu|44	0.0733	3	2	0	Y	N	N	4.7654	1.437	776.0978	0.099	0.0885	663.9985	94.5211	29.0718	773.7093	0.7955	0.4616	1.9802	0.1027	0.098	0.3102	0.9215	0.5484	2.0066	0.1669	0.3212	0.0026	1.0373	1.1067	0.0005	0.0097	0.0189	0.0026	1.2095	0.0075	0.725	-0.1377	17.3737	28.0602	3.5343	18.1202	2.3224	1.0511	1.2713	0.0461	0.043	0.0031	2.2763	1.0081	1.2682	0.2862	0.2841	0.0021	0.2721	0.2721	0.0	0.0142	0.012	0.0021	2.9194	2.2773	0.642	0.4492	0.4391	0.01	2.4702	1.8382	0.632	1.7146	0.8845	0.83	0.2623	0.2458	0.0164	1.4523	0.6387	0.8136
OG_13844	FBgn0053196	dpy	Hcon|18	Hric|58	0.1421	6	2	0	Y	N	N	4.8303	97.4344	4.1609	7.863	8.8221	0.1321	4.5681	375.9141	4.2061	0.8125	0.6581	1.4644	0.1365	0.1441	0.0038	0.9317	0.7675	1.5286	0.1682	0.0068	0.3519	0.0174	0.0163	0.0287	0.204	0.002	0.3634	0.5269	45.7858	0.3465	0.1848	17.3737	45.2072	3.5343	24.4088	3.1543	2.0658	1.0885	0.0795	0.0794	0.0001	3.0749	1.9865	1.0884	0.377	0.0081	0.3689	0.0075	0.0064	0.001	0.3695	0.0016	0.3679	3.8825	3.1391	0.7433	0.5821	0.5508	0.0313	3.3004	2.5883	0.712	2.2412	1.193	1.0483	0.4294	0.3935	0.036	1.8118	0.7995	1.0123
OG_13844	FBgn0053196	dpy	Hcon|18	Hsap|60	0.2586	4	2	0	Y	N	N	2.0617	0.7871	276.2339	0.663	0.6434	1.2697	158.6308	527.8871	298.0961	1.1444	0.7526	3.0587	1.0682	1.148	0.0021	1.1823	0.5183	3.5398	0.5551	0.9562	0.0111	1.6111	1.7843	0.0016	0.0075	0.001	0.0119	0.832	0.0085	0.9524	-0.624	17.3737	30.4759	3.5343	13.8331	4.3504	2.3747	1.9757	1.3481	1.3479	0.0002	3.0024	1.0268	1.9755	1.3004	1.2893	0.011	1.2889	1.2887	0.0001	0.0115	0.0006	0.0109	3.8014	3.1555	0.6459	1.262	1.1742	0.0878	2.5394	1.9813	0.5581	2.3426	1.3484	0.9942	0.8	0.7222	0.0777	1.5426	0.6262	0.9165
OG_13844	FBgn0053196	dpy	Hele|23	Hhew|35	0.1945	2	2	0	Y	N	N	3.3239	2.2396	25.7623	1.6183	1.6564	0.3366	18.8337	9.5637	65.0001	0.6515	0.7288	0.3518	0.7708	0.8833	0.0223	0.5682	0.6025	0.469	0.196	0.3254	0.0137	0.4763	0.5333	0.0661	0.0302	0.063	0.0072	0.1244	0.0298	-1.2071	-0.6967	34.6023	46.425	13.0447	15.2271	9.6918	8.6192	1.0726	4.7172	4.6993	0.0178	4.9746	3.9198	1.0548	1.5164	1.4726	0.0438	1.3698	1.3466	0.0232	0.1466	0.126	0.0206	14.8751	11.8259	3.0491	6.12	5.32	0.8	8.755	6.5059	2.2491	7.736	4.5249	3.2112	2.876	2.525	0.351	4.8601	1.9999	2.8602
OG_13844	FBgn0053196	dpy	Hele|23	Hsap|60	0.2617	3	2	0	Y	N	N	8.0452	11.6196	13.0425	1.4726	0.9771	2.5495	10.8509	1111.9922	17.4689	0.5309	0.1984	1.847	0.0504	0.0269	0.1955	0.9792	0.3845	2.675	0.066	0.0171	0.1416	0.0342	0.0275	0.0767	0.0902	0.0003	0.1531	2.3513	5.3631	3.1292	0.1613	34.6023	30.4759	13.0447	13.8331	6.7094	2.0021	4.7074	0.3075	0.1411	0.1664	6.4019	1.8609	4.541	0.455	0.0715	0.3835	0.1022	0.0709	0.0313	0.3528	0.0006	0.3522	12.6383	10.0897	2.5486	6.1005	5.2494	0.8511	6.5378	4.8403	1.6975	6.8951	4.1872	2.7079	2.9861	2.5782	0.4079	3.909	1.609	2.3
OG_13844	FBgn0053196	dpy	HdemHert|27	Hheb|28	0.3463	7	2	0	Y	N	N	1.0564	1.1044	1.753	2.4621	5.0728	0.7055	0.803	0.5149	2.0239	1.451	1.031	3.4468	1.6862	1.6687	1.8253	1.3566	0.7476	3.814	1.3735	0.9335	1.9663	0.6849	0.3289	2.5874	1.6895	1.4519	1.8845	0.7035	1.5635	0.9121	0.5934	32.1495	19.0227	19.004	21.7533	5.1313	3.0122	2.1191	1.7073	1.5001	0.2072	3.424	1.5121	1.9118	4.8817	1.9043	2.9773	0.7656	0.3097	0.4558	4.1161	1.5946	2.5215	3.5364	2.9216	0.6148	1.0125	0.899	0.1135	2.524	2.0227	0.5013	3.5542	2.0399	1.5142	1.1178	0.9416	0.1762	2.4363	1.0983	1.338
OG_13844	FBgn0053196	dpy	HdemHert|27	Hhec|29	0.1772	5	2	0	Y	N	N	3.41	2.3256	7.8875	0.1596	0.1442	4.3397	7.826	18.1423	7.4583	0.8178	0.7027	1.273	0.0954	0.0989	0.0093	0.9061	0.7939	1.3002	0.2398	0.3021	0.1614	0.5975	0.6859	0.0021	0.1158	0.0438	0.1743	0.458	0.4246	0.3313	-0.2264	32.1495	32.5314	19.004	23.3083	4.1981	2.8792	1.3188	0.0534	0.0532	0.0002	4.1447	2.8261	1.3186	1.1895	0.835	0.3545	0.7631	0.7627	0.0004	0.4264	0.0723	0.3542	5.1335	4.0975	1.036	0.5595	0.5376	0.0218	4.5741	3.5599	1.0141	4.9601	2.7635	2.1966	1.2771	1.1121	0.1651	3.683	1.6515	2.0316
OG_13844	FBgn0053196	dpy	HdemHert|27	Hleu|44	0.1838	4	2	0	Y	N	N	1.238	0.5835	4.5326	2.084	0.9416	4.4363	1.1743	0.4815	4.5585	1.0696	0.5849	3.1898	0.4596	0.1671	2.9768	1.2051	0.6894	3.214	0.864	1.0024	0.7038	0.2205	0.1774	0.671	1.0262	1.4318	0.7051	1.2468	0.606	1.6659	-0.3714	32.1495	28.0602	19.004	18.1202	5.2106	2.3191	2.8915	0.4067	0.1325	0.2743	4.8039	2.1866	2.6172	3.3457	2.0832	1.2625	0.1719	0.1263	0.0457	3.1738	1.957	1.2168	4.8714	3.9649	0.9065	0.8851	0.7929	0.0921	3.9863	3.172	0.8143	3.8722	2.0783	1.7939	0.7796	0.7115	0.068	3.0926	1.3668	1.7259
OG_13844	FBgn0053196	dpy	HdemHert|27	Hsap|60	0.4356	9	2	0	Y	N	N	1.5299	0.7181	11.1106	1.7651	0.2436	156.5789	1.4035	0.856	2.8969	0.8852	0.5841	2.4345	0.9776	0.1545	9.3571	0.8323	0.8653	0.7042	0.5786	0.8134	0.2191	0.5539	0.6343	0.0598	0.593	1.0108	0.2431	0.8098	0.176	1.2089	-0.8606	32.1495	30.4759	19.004	13.8331	5.696	3.1473	2.5487	2.2882	0.3293	1.9589	3.4078	2.8179	0.5898	2.5408	2.1606	0.3802	0.8972	0.8836	0.0136	1.6436	1.277	0.3666	6.435	5.388	1.0469	2.3407	2.1313	0.2094	4.0943	3.2567	0.8376	4.3914	2.6564	1.7351	1.6199	1.393	0.2269	2.7715	1.2633	1.5082
OG_13844	FBgn0053196	dpy	HdemHert|27	HsapHsar|62	0.3685	8	2	0	Y	N	N	0.782	0.3035	3.3835	1.2688	0.5498	145.5005	0.4992	0.1192	1.8387	0.5805	0.2376	2.3192	1.0123	0.4945	7.9378	0.3578	0.0808	1.3765	0.7424	0.7829	0.6854	0.7979	0.8995	0.0546	0.7169	0.6779	0.7486	1.9252	0.6232	1.2745	-0.3373	32.1495	24.5201	19.004	23.91	3.0136	1.0302	1.9833	1.788	0.8127	0.9754	1.2255	0.2176	1.008	3.2308	1.9904	1.2404	1.0918	1.0829	0.009	2.1389	0.9075	1.2314	5.191	4.3358	0.8552	1.7662	1.6433	0.1229	3.4248	2.6925	0.7323	4.3521	2.5425	1.8096	1.3685	1.2038	0.1646	2.9836	1.3386	1.645
OG_13844	FBgn0053196	dpy	HdemHert|27	HdorHxan|85	0.3757	8	2	0	Y	N	N	4.407	3.0728	10.6012	3.8152	3.9675	3.5453	5.4529	4.0092	13.4709	1.0629	0.6815	2.8461	1.5555	1.4905	2.0993	0.8467	0.2818	3.0153	0.2412	0.2218	0.2685	0.4077	0.3757	0.5921	0.1553	0.0703	0.2238	0.8932	0.8607	0.7477	-0.015	32.1495	15.7138	19.004	8.4045	3.1606	1.6694	1.4912	1.4106	1.2074	0.2031	1.75	0.462	1.288	0.5816	0.3126	0.269	0.3345	0.2626	0.0719	0.247	0.0499	0.1971	2.9736	2.4497	0.5239	0.9069	0.8101	0.0968	2.0667	1.6396	0.4272	2.4113	1.4093	1.002	0.8206	0.6991	0.1214	1.5907	0.7102	0.8806
OG_13844	FBgn0053196	dpy	Hheb|28	Hleu|44	0.3475	8	2	0	Y	N	N	1.6726	0.8861	5.2512	1.2553	0.4211	43.0759	1.7504	1.047	4.5468	1.0327	0.4695	3.8473	0.5598	0.2118	5.8908	1.1965	0.5748	3.6339	0.6174	0.5299	0.7327	0.4459	0.5029	0.1368	0.6836	0.549	0.7992	1.6393	1.0489	1.1892	0.0425	19.0227	28.0602	21.7533	18.1202	3.0816	1.1676	1.914	0.4299	0.1527	0.2772	2.6518	1.0149	1.6368	1.8	0.8785	0.9215	0.3622	0.3449	0.0173	1.4379	0.5336	0.9042	2.9842	2.4867	0.4975	0.7679	0.7208	0.0471	2.2163	1.7658	0.4504	2.9156	1.6578	1.2578	0.8121	0.6858	0.1264	2.1034	0.972	1.1314
OG_13844	FBgn0053196	dpy	Hheb|28	Hsap|60	0.5994	13	2	0	Y	N	N	3.2859	1.9203	1596.0643	9.122	7.6341	633.8728	2.3447	0.9772	2151.2154	2.0616	1.9228	2.8394	1.9182	1.8694	2.4165	2.1762	1.9715	2.9896	0.6274	1.0013	0.0018	0.2103	0.2449	0.0038	0.9281	2.0174	0.0014	0.2634	0.0011	-0.2268	-1.1141	19.0227	30.4759	21.7533	13.8331	8.4901	6.7198	1.7703	3.5106	3.1158	0.3949	4.9794	3.604	1.3754	2.2863	2.2839	0.0024	0.321	0.3202	0.0008	1.9653	1.9637	0.0016	4.1183	3.4948	0.6235	1.8301	1.6667	0.1634	2.2881	1.8281	0.4601	3.6441	2.281	1.3631	1.5266	1.3076	0.219	2.1174	0.9734	1.1441
OG_13844	FBgn0053196	dpy	Hhec|29	Hric|58	0.1687	5	2	0	Y	N	N	0.8504	0.473	2.2978	0.75	0.9279	0.0215	0.9403	0.4574	2.6385	0.5147	0.2591	1.5516	0.6321	0.6599	0.0368	0.5023	0.2077	1.585	0.6052	0.5477	0.6752	0.8427	0.7112	1.7148	0.5342	0.4541	0.6007	1.4765	1.0117	1.251	0.0515	32.5314	45.2072	23.3083	24.4088	3.4655	1.3994	2.0661	0.4058	0.4048	0.0011	3.0597	0.9946	2.0651	3.5385	1.7589	1.7795	1.1336	0.8313	0.3023	2.4048	0.9276	1.4772	6.7333	5.4016	1.3316	0.6421	0.6133	0.0287	6.0912	4.7883	1.3029	5.8468	3.2114	2.6354	1.3452	1.1689	0.1763	4.5016	2.0425	2.4591
OG_13844	FBgn0053196	dpy	Hhec|29	HdemHertHric|59	0.1453	4	2	0	Y	N	N	1.2247	0.7396	2.6051	0.7351	0.8038	0.0141	1.36	1.826	2.67	1.1853	0.4359	3.8542	0.7606	0.7964	0.0187	1.2713	0.3425	3.9947	0.9678	0.5893	1.4795	1.0348	0.9909	1.3305	0.9348	0.1876	1.4961	2.4828	1.857	1.2395	0.4302	32.5314	10.5038	23.3083	8.1258	2.5949	0.7451	1.8498	0.2804	0.2801	0.0003	2.3145	0.465	1.8495	2.6615	0.9316	1.7299	0.9396	0.7834	0.1562	1.7219	0.1482	1.5737	2.1893	1.7093	0.48	0.3686	0.3517	0.017	1.8206	1.3576	0.463	2.7501	1.5808	1.1693	0.908	0.7906	0.1174	1.8421	0.7902	1.0519
OG_13844	FBgn0053196	dpy	Hhec|29	Hsap|60	0.4427	11	2	0	Y	N	N	1.1859	3.3199	1.7055	0.9709	0.8214	4.5688	1.213	21.2137	1.7714	0.6088	0.3505	1.9563	0.1619	0.1525	0.2668	0.8628	0.4804	2.3402	0.5134	0.1056	1.1471	0.1668	0.1857	0.0584	0.7113	0.0226	1.3211	1.0703	6.9934	1.0789	0.8683	32.5314	30.4759	23.3083	13.8331	3.8292	1.8495	1.9796	0.369	0.319	0.05	3.4602	1.5306	1.9296	2.2462	0.281	1.9652	0.2652	0.2514	0.0138	1.981	0.0296	1.9514	6.2895	5.2776	1.0119	2.2789	2.0915	0.1873	4.0106	3.186	0.8246	4.3751	2.662	1.7132	1.5901	1.354	0.2361	2.7851	1.308	1.4771
OG_13844	FBgn0053196	dpy	Hhew|35	Hric|58	0.4317	8	2	0	Y	N	N	5.6177	24.2056	2.4325	0.7943	1.0958	0.0185	6.7597	2904.3901	2.7191	0.6674	0.6834	0.5869	0.0671	0.072	0.0038	0.8946	0.9523	0.665	0.1188	0.0282	0.2413	0.0845	0.0657	0.2074	0.1323	0.0003	0.2445	0.1701	6.3209	-0.6244	0.2644	46.425	45.2072	15.2271	24.4088	6.9482	5.9382	1.01	0.1919	0.1911	0.0008	6.7563	5.7471	1.0092	0.705	0.0963	0.6087	0.142	0.0957	0.0463	0.5631	0.0006	0.5624	10.4106	8.6896	1.721	2.8582	2.6549	0.2033	7.5525	6.0347	1.5177	5.9344	3.4113	2.5231	1.6796	1.4564	0.2232	4.2548	1.9549	2.2999
OG_13844	FBgn0053196	dpy	Hhew|35	Hsar|61	0.2454	2	2	0	Y	N	N	1.6453	1.5556	1.4932	1.5819	1.6277	0.0935	1.6894	1.5144	1.8136	0.7509	0.8081	0.5391	0.758	0.8721	0.0107	0.7459	0.7541	0.7236	0.4564	0.5194	0.361	0.4792	0.5358	0.1145	0.4415	0.4979	0.399	0.18	0.4594	-1.0368	-0.8044	46.425	37.6144	15.2271	29.265	12.5358	10.6239	1.9119	5.2553	5.2455	0.0098	7.2805	5.3784	1.9021	4.6345	3.1757	1.4588	1.9236	1.8618	0.0617	2.7109	1.3138	1.3971	16.6941	13.1474	3.5467	6.9329	6.015	0.9179	9.7611	7.1324	2.6287	10.1545	6.1136	4.041	4.0142	3.475	0.5392	6.1403	2.6385	3.5018
OG_13844	FBgn0053196	dpy	Hleu|44	Hsap|60	0.3429	6	2	0	Y	N	N	1.4175	1.1136	3.1119	3.8072	3.2924	6.1603	1.3042	0.8216	3.1411	0.8753	0.5282	2.5494	0.4431	0.3013	1.7086	1.1084	0.6676	2.7672	0.6175	0.4744	0.8193	0.1164	0.0915	0.2774	0.8499	0.8126	0.881	1.0005	1.225	1.402	0.1493	28.0602	30.4759	18.1202	13.8331	5.2926	2.6456	2.6469	0.9389	0.574	0.3649	4.3537	2.0717	2.282	2.4	1.0786	1.3213	0.1433	0.0976	0.0457	2.2566	0.981	1.2756	6.0465	5.0083	1.0382	2.1187	1.9051	0.2136	3.9278	3.1032	0.8247	3.8866	2.2737	1.6129	1.2314	1.0665	0.1649	2.6552	1.2073	1.448
OG_13844	FBgn0053196	dpy	Hric|58	Hsar|61	0.4706	9	2	0	Y	N	N	2.0473	1.0502	10.2141	0.7787	0.6413	27.8442	6.1491	16.0238	10.2701	0.3897	0.2647	1.036	0.3504	0.337	0.4901	0.4096	0.223	1.1561	0.1903	0.252	0.1014	0.4499	0.5256	0.0176	0.0666	0.0139	0.1126	0.7568	0.2793	0.7209	-0.3236	45.2072	37.6144	24.4088	29.265	3.6861	2.0982	1.588	1.1122	0.9768	0.1354	2.5739	1.1214	1.4525	1.1986	0.9369	0.2617	0.9145	0.9092	0.0053	0.284	0.0277	0.2564	9.4593	7.9265	1.5327	3.1746	2.8983	0.2764	6.2847	5.0283	1.2564	6.297	3.717	2.58	2.0327	1.73	0.3027	4.2644	1.987	2.2774
